resource_path,folder,id,relic_name,level,leveltip,relic_type,price,sell_price,upgrade_merge_count,is_consumable,icon_path,tag_names,tag_paths,tooltip,desc,effects,effect_details,great_effects,great_effect_details
res://relics/level_2/013_安眠帽.tres,level_2,013,安眠帽,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1837.png,疗愈|诅咒,res://relic_tags/疗愈tag.tres|res://relic_tags/诅咒tag.tres,每场战斗第一次进入{sleep}状态时{heal}10%的hp，并获得随机属性提升+1\n升级：效果变为每次进入{sleep}状态时{heal}12%的hp，并获得随机属性+2\n,好好睡，好好睡,StatusEnterRewardEffect,[0] StatusEnterRewardEffect{ignore_when_relic_levelup=true},StatusEnterRewardEffect,[0] StatusEnterRewardEffect{trigger_once_per_activate=false; heal_max_health_percent=0.12; random_stat_amount=2.0}
res://relics/level_2/014_瞌睡虫.tres,level_2,014,瞌睡虫,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc195.png,疗愈|饰品,res://relic_tags/疗愈tag.tres|res://relic_tags/饰品tag.tres,每次释放{active_skill}后有10%概率陷入{sleep}状态，持续两秒\n升级：你的造成的伤害有5%概率使敌人{sleep}，持续\n,睡了睡。。。,ActiveSkillSelfStatusChanceEffect,[0] ActiveSkillSelfStatusChanceEffect{status_data=res://status/sleep.tres; duration_override=2.0},OutgoingDamageStatusChanceEffect,[0] OutgoingDamageStatusChanceEffect{status_data=res://status/sleep.tres; duration_override=2.0}
res://relics/level_2/019_保暖裤.tres,level_2,019,保暖裤,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc2024.png,疗愈,res://relic_tags/疗愈tag.tres,{freeze}状态持续的时间-50%\n升级：你{freeze}状态持续的时间-75%，{constitution}+2\n,实际秋裤desu,StatusDurationMultiplierEffect,[0] StatusDurationMultiplierEffect{},StatusDurationMultiplierEffect|AddStatEffect,"[0] StatusDurationMultiplierEffect{duration_multiplier=0.25} || [1] AddStatEffect{add_stats={ ""constitution"": 2 }}"
res://relics/level_2/020_记事本.tres,level_2,020,记事本,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc99.png,计划|智慧,res://relic_tags/计划tag.tres|res://relic_tags/智慧tag.tres,装备时，每杀20个怪物获得1{gold}\n升级：效果变为每杀20个怪物获得2{gold}\n,将死亡记录其上，仔细查看，总会有惊喜。,KillCountGoldEffect,[0] KillCountGoldEffect{levelup_gold_per_reward=2},,
res://relics/level_2/021_启示面具.tres,level_2,021,启示面具,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc2077.png,洞察,res://relic_tags/洞察tag.tres,战斗结束时有25%的概率获得一次免费{shop_refresh}的机会，{intelligence}+1\n升级：概率提升至45%，{intelligence}+1\n,戴上面具就能看到商人的闪光点,AddStatEffect|BattleEndShopRefreshChanceEffect,"[0] AddStatEffect{add_stats={ ""intelligence"": 1 }} || [1] BattleEndShopRefreshChanceEffect{levelup_chance=0.45}",AddStatEffect,"[0] AddStatEffect{add_stats={ ""intelligence"": 1 }}"
res://relics/level_2/022_长矛.tres,level_2,022,长矛,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1461.png,凶器|战狂,res://relic_tags/凶器tag.tres|res://relic_tags/战狂tag.tres,{strength}+2，主动技能释放时概率投出一杆长矛，造成{dexterity}50%+{strength}50%的{physical_damage}\n升级：投出两杆长矛,,ActiveSkillSpawnManifestEffect,[0] ActiveSkillSpawnManifestEffect{manifest_scene=res://scenes/ability/manifest/spear_thrown_manifest.tscn; trigger_chance=0.15; levelup_spawn_count=2},,
res://relics/level_2/033_玻璃碎片.tres,level_2,033,玻璃碎片,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc213.png,凶器|诅咒,res://relic_tags/凶器tag.tres|res://relic_tags/诅咒tag.tres,{constitution}减1，{armor}+1，受到伤害时对伤害来源造成{bleed}\n升级：{armor}+2\n,,AddStatEffect|AddStatusEffect|DamageTakenApplyStatusToSourceEffect,"[0] AddStatEffect{add_stats={ ""constitution"": -1 }} || [1] AddStatusEffect{status_data=res://status/armor.tres} || [2] DamageTakenApplyStatusToSourceEffect{status_data=res://status/bleed.tres}",AddStatusEffect,[0] AddStatusEffect{status_data=res://status/armor.tres}
res://relics/level_2/034_跑鞋.tres,level_2,034,跑鞋,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc2162.png,灵动敏锐,res://relic_tags/灵动敏锐.tres,{speed}+2\n升级：{speed}+4,,AddStatEffect,"[0] AddStatEffect{add_stats={ ""speed"": 2 }}",AddStatEffect,"[0] AddStatEffect{add_stats={ ""speed"": 2 }}"
res://relics/level_2/035_安全帽.tres,level_2,035,安全帽,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1905.png,守御,res://relic_tags/守御tag.tres,获得{armor}，以及5%的减伤\n升级：额外获得5%减伤,铁制头盔，很有安全感,AddStatusEffect|AddDerivedStatEffect,"[0] AddStatusEffect{status_data=res://status/armor.tres} || [1] AddDerivedStatEffect{add_derived_stats={ ""damage_reduction_rate"": 0.05 }}",AddDerivedStatEffect,"[0] AddDerivedStatEffect{add_derived_stats={ ""damage_reduction_rate"": 0.05 }}"
res://relics/level_2/040_燃烧瓶.tres,level_2,040,燃烧瓶,2,UNLEVELUP,COMMON,3,2,3,true,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc81.png,火炎|消耗品,res://relic_tags/火炎tag.tres|res://relic_tags/消耗品tag.tres,使用后对范围内的所有敌人造成一次20点火焰伤害并使其处于{burn}，持续10秒\n升级：使用后的范围火焰伤害提升到50点,,UseSpawnManifestEffect,"[0] UseSpawnManifestEffect{manifest_scene=res://scenes/ability/manifest/molotov_impact_manifest.tscn; levelup_manifest_property_overrides={ ""damage"": 50.0 }; use_hold_to_aim=true; preview_shape=2; preview_radius=150.0; preview_target_radius=44.0; preview_fill_color=Color(1, 0.25, 0.05, 0.1); preview_border_color=Color(1, 0.45, 0.12, 0.65); preview_target_fill_color=Color(1, 0.2, 0.05, 0.22); preview_target_border_color=Color(1, 0.7, 0.18, 0.9)}",,
res://relics/level_2/041_染血画笔.tres,level_2,041,染血画笔,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc82.png,诅咒|洞察,res://relic_tags/诅咒tag.tres|res://relic_tags/洞察tag.tres,进入战斗时立即损失5点生命，每次损失生命时都使法力值+5\n升级：进入战斗时损失的生命变为2,,BattleStartSelfDamageEffect|DamageTakenEnergyGainEffect,[0] BattleStartSelfDamageEffect{damage=5.0; ignore_when_relic_levelup=true} || [1] DamageTakenEnergyGainEffect{},BattleStartSelfDamageEffect,[0] BattleStartSelfDamageEffect{damage=2.0}
res://relics/level_2/042_紫水晶.tres,level_2,042,紫水晶,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc166.png,幻景|饰品,res://relic_tags/幻景tag.tres|res://relic_tags/饰品tag.tres,{charm}+2\n升级：闪避率+5%,一块未经处理的紫水晶，若是处理得当的话其价值将大大提升,AddStatEffect,"[0] AddStatEffect{add_stats={ ""charm"": 2 }}",AddDerivedStatEffect,"[0] AddDerivedStatEffect{add_derived_stats={ ""dodge_rate"": 0.05 }}"
res://relics/level_2/043_焖子.tres,level_2,043,焖子,2,UNLEVELUP,COMMON,3,2,3,true,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc547.png,佳肴|消耗品,res://relic_tags/佳肴tag.tres|res://relic_tags/消耗品tag.tres,使用后立即{heal}10生命值，并使体质+2\n升级：体质提升变为永久提升,,UseHealEffect|UseAddStatsEffect,"[0] UseHealEffect{heal_amount=10.0} || [1] UseAddStatsEffect{add_stats={ ""constitution"": 2.0 }; ignore_when_relic_levelup=true}",UsePermanentStatsEffect,"[0] UsePermanentStatsEffect{add_stats={ ""constitution"": 2 }}"
res://relics/level_2/044_奶酪.tres,level_2,044,奶酪,2,UNLEVELUP,COMMON,3,2,3,true,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc497.png,原料|消耗品,res://relic_tags/原料.tres|res://relic_tags/消耗品tag.tres,使用后立即恢复50%的法力值\n升级：使用额外+2{speed},,UseRestoreEnergyPercentEffect,[0] UseRestoreEnergyPercentEffect{},UseAddStatsEffect,"[0] UseAddStatsEffect{add_stats={ ""speed"": 2.0 }}"
res://relics/level_2/045_小罐盐.tres,level_2,045,小罐盐,2,UNLEVELUP,COMMON,3,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc411.png,原料|历战,res://relic_tags/原料.tres|res://relic_tags/历战tag.tres,使用{consumable}时+2点{strength}，若{consumable}拥有原料tag则再额外+2点{constitution}\n升级:每次战斗胜利后若背包内存在拥有原料tag物品，则使最多两个拥有原料tag的物品出售价格+1,,ConsumableUseStatsEffect,"[0] ConsumableUseStatsEffect{base_add_stats={ ""strength"": 2.0 }; bonus_tag=res://relic_tags/原料.tres; bonus_add_stats={ ""constitution"": 2.0 }}",BattleWinIncreaseTaggedInventorySellPriceEffect,[0] BattleWinIncreaseTaggedInventorySellPriceEffect{target_tag=res://relic_tags/原料.tres}
res://relics/level_3/023_麻痹戒指.tres,level_3,023,麻痹戒指,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc2185.png,饰品,res://relic_tags/饰品tag.tres,基础攻击有概率使敌人{paralysis}\n升级：{paralysis}敌人会拥有{vulnerable}效果\n,,,,,
res://relics/level_3/024_古怪餐盘.tres,level_3,024,古怪餐盘,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc49.png,用具,res://relic_tags/用具tag.tres,使用{consumable}后，若背包内还有其他{consumable}则立即装备一个其他{consumable}，一场战斗内最多触发三次\n升级：最多触发五次\n,,,,,
res://relics/level_3/025_仁之剑.tres,level_3,025,仁之剑,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1453.png,剑|幻景,res://relic_tags/剑tag.tres|res://relic_tags/幻景tag.tres,+2{intelligence}，+2{dexterity}\n升级：立即获得一把义之剑\n,,,,,
res://relics/level_3/026_义之剑.tres,level_3,026,义之剑,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1448.png,剑|幻景,res://relic_tags/剑tag.tres|res://relic_tags/幻景tag.tres,+2{charm}，+2{strength}\n升级：立即获得一把仁之剑\n,,,,,
res://relics/level_3/027_法师帽.tres,level_3,027,法师帽,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc2008.png,智慧|洞察,res://relic_tags/智慧tag.tres|res://relic_tags/洞察tag.tres,{intelligence}+3，释放{active_skill}时将获得{intelligence}+1，并在30秒倒计时后清空所有此{intelligence}加成效果\n升级：{intelligence}+4，释放{active_skill}时获得{intelligence}+1,,,,,
res://relics/level_3/036_计数板.tres,level_3,036,计数板,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc219.png,历战|存量,res://relic_tags/历战tag.tres|res://relic_tags/存量tag.tres,智力+2，每次战斗胜利后法力最大上限+2\n升级：{intelligence}额外+2,,,,,
res://relics/level_3/046_锈蚀铁锚.tres,level_3,046,锈蚀铁锚,3,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc397.png,守御|诅咒,res://relic_tags/守御tag.tres|res://relic_tags/诅咒tag.tres,"{strength}+4,{speed}-2,{dexterity}-4\n升级:{armor}+3，获得10%减伤",,,,,
res://relics/level_4/028_纸：医学.tres,level_4,028,纸：医学,4,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc107.png,疗愈|饰品,res://relic_tags/疗愈tag.tres|res://relic_tags/饰品tag.tres,{constitution}+5\n升级：死亡时永久失去一点{constitution}并以20%的生命在原点复活\n,,,,,
res://relics/level_4/029_纸：心理学.tres,level_4,029,纸：心理学,4,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc107.png,洞察|饰品,res://relic_tags/洞察tag.tres|res://relic_tags/饰品tag.tres,{charm}+5\n升级：装备时能够看见事件获得的物品,,,,,
res://relics/level_4/030_纸：哲学.tres,level_4,030,纸：哲学,4,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc107.png,饰品|智慧,res://relic_tags/饰品tag.tres|res://relic_tags/智慧tag.tres,{intelligence}+2，{luck}+3\n升级：所有技能冷却时间减少30%,,,,,
res://relics/level_4/031_纸：物理学.tres,level_4,031,纸：物理学,4,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc107.png,饰品|存量,res://relic_tags/饰品tag.tres|res://relic_tags/存量tag.tres,{intelligence}+2，{strength}+3\n升级：获得2{sharp}，2{armor}\n,,,,,
res://relics/level_4/032_酒.tres,level_4,032,酒,4,UNLEVELUP,COMMON,4,2,3,true,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc51.png,幻景|消耗品|原料,res://relic_tags/幻景tag.tres|res://relic_tags/消耗品tag.tres|res://relic_tags/原料.tres,获得随机属性+1，重复五次，持续到战斗结束\n升级：效果变为获得随机属性+1，重复七次直到战斗结束，且在10秒内伤害+50%\n,,,,,
res://relics/level_4/038_玉箸.tres,level_4,038,玉箸,4,UNLEVELUP,COMMON,4,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1757.png,用具|存量,res://relic_tags/用具tag.tres|res://relic_tags/存量tag.tres,在战斗中使用消耗品后将永久提升随机属性一点，每场战斗最多触发五次\n升级：第一次使用消耗品时额外触发一次永久提升属性效果,,,,,
res://relics/level_5/047_暴走平底锅.tres,level_5,047,暴走平底锅,5,UNLEVELUP,COMMON,5,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc119.png,用具|凶器,res://relic_tags/用具tag.tres|res://relic_tags/凶器tag.tres,减伤+20%，获得时将所有背包中所有带原料标签的物品变为升级状态\n升级：使背包内所有带原料标签的物品变为更高一阶的带佳肴标签物品,,,,,
res://relics/level_5/048_紫晶戒指.tres,level_5,,紫晶戒指,5,UNLEVELUP,COMMON,5,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1845.png,火炎|饰品|聚众,res://relic_tags/火炎tag.tres|res://relic_tags/饰品tag.tres|res://relic_tags/聚众.tres,释放技能时有概率召唤魂火，魂火会持续灼烧其周围的敌人造成火焰伤害，魂火的属性受你的属性加成\n升级：魂火死亡时会提升你的随机属性一点,,,,,
res://relics/level_5/049_黄玉戒指.tres,level_5,,黄玉戒指,5,UNLEVELUP,COMMON,5,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1847.png,饰品|守御|存量,res://relic_tags/饰品tag.tres|res://relic_tags/守御tag.tres|res://relic_tags/存量tag.tres,装备后解锁五个背包格子，获得5护甲，且受到伤害后立即恢复2点生命\n升级：随机获得一件升级的物品，其等阶等于你的商店等级,,,,,
res://relics/level_6/050_环之枪.tres,level_6,,环之枪,6,UNLEVELUP,COMMON,6,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1720.png,凶器|幻景|聚众,res://relic_tags/凶器tag.tres|res://relic_tags/幻景tag.tres|res://relic_tags/聚众.tres,敏捷+4，速度+4，进入战斗时会生成两个固定的盟友为你作战\n升级：进入战斗时额外生成两个盟友,,,,,
res://relics/level_6/051_安缪拉的法杖.tres,level_6,,安缪拉的法杖,0,UNLEVELUP,COMMON,0,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc1690.png,,,,,,,,
res://relics/special/101_众饰之戒.tres,special,special_accessory_ring,众饰之戒,6,UNLEVELUP,UNIQUE,0,2,3,false,res://assets/Free - Raven Fantasy Icons/Separated Files/64x64/fc2189.png,饰品,res://relic_tags/饰品tag.tres,吸收当前装备栏中饰品的效果。,所有饰品的光泽汇聚成一枚戒指。,,,,
